source,pmid_number,reviewer_1_2,reviewer_2_3,pdf_in_folder,link_to_paper,authors,title,journal,issue_number_page_numbers,link_to_paper_2,reviewer_1_11,reviewer_2_12,data_available,sample_description,sample_size,clustering,clustering_dealt_with,exposure_s,mediator_s,outcome_s,exposure_randomized,name_of_mediation_method,citation_for_mediation_method,causal_mediation_yes_no,if_causal_which_estimand_1_controlled_direct_and_indirect_2_natural_direct_and_indirect_effects_or_3_stochastic_randomized_interventional_direct_and_indirect_effects,effects_of_interst_nie_nde_etc,if_baron_kenny_examine_whether_no_interaction_b_w_tx_and_mediator_on_outcome,if_b_k_examine_linear_relationship_b_w_mediator_and_outcome,covariates_in_exposure_mediator_model,covariates_in_mediator_outcome_model,covariates_in_exposure_outcome_model,any_justification_for_covariates,baseline_value_of_mediator_adjusted_for,baseline_value_of_outcome_adjusted_for,temporal_ordering_of_exposure_before_mediator_yes_no,temporal_ordering_of_mediator_before_outcome_yes_no,discussion_of_mediation_assumptions_yes_no,sensitivity_analyes_to_assumptions_yes_no,does_model_control_for_other_post_exposure_variables_yes_no,reviewer,reviewer_1,reviewer_2,x40
14,26869979,Kelly,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4740369/,"Zarychta K, Mullan B, Luszczynska A",Am I Overweight? A Longitudinal Study on Parental and Peers Weight-Related Perceptions on Dietary Behaviors and Weight Status Among Adolescents,Frontiers in Psychology,"7, ,",NA,NA,NA,No,Adolescents age 14-20 in Poland,1096,No,NA,Others' own weight perceptions,"Analyses 3, 6, 8: Nutrition behaviors
Analysis 1: Own weight perceptions
Analysis 2: Own weight perceptions, nutrition behaviors (sequential)
Analysis 4: Parental perceptions
Analysis 5: Parental perceptions, nutrition behaviors (sequential)
Analysis 7: Peers' perceptions
Analysis 8: Peers' perceptions, nutrition behaviors (sequential)",Weight status,No,Nonparametric bootstrapping of traditional path effects (with sequential mediators),"Hayes 2013, SPSS PROCESS",No,NA,Indirect,No,No,Baseline outcome,Baseline outcome,Baseline outcome,No,No,Yes,No,Yes,No,No,No,B,NA,NA,NA
14,26924619,Gunho,Ian,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0920996416300822/pdfft?md5=e553551701f3b3bb93b00d0ad8924b32&pid=1-s2.0-S0920996416300822-main.pdf,"Frajo-Apor B, Pardeller S, Kemmler G, Welte AS, Hofer A",Emotional Intelligence deficits in schizophrenia: The impact of non-social cognition,Schizophrenia Research,"172, 1-3, 131-136",NA,NA,NA,No,Paranoid schizophrenia patients and healthy controls in Austria,128,No,NA,Paranoid schizophrenia,Non-social cognition,"Total emotional intelligence, specific emotional intelligence",No,Nonparametric bootstrapping of traditional path effects,Preacher and Hayes 2008,No,NA,Direct and indirect,No,No,None,None,None,NA,No,No,Yes,No,No,No,No,B,NA,NA,NA
14,27018937,Adam,Ian,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032715312544/pdfft?md5=8fb32110c7f107c1fd8bddc526b7fad7&pid=1-s2.0-S0165032715312544-main.pdf,"Hopfinger L, Berking M, Bockting CL, Ebert DD",Emotion regulation mediates the effect of childhood trauma on depression,Journal of Affective Disorders,"198, , 189-197",NA,NA,NA,No,German patients with MDD,269,No,NA,Childhood trauma,General emotion regulation,"Depression severity, lifetime depression",No,Nonparametric bootstrapping of traditional path effects,Preacher and Hayes 2008,No,NA,Direct and indirect,No,No,Age,Age,Age,No,No,No,Yes,No,They note that cross-sectional data preclude causal inference,No,No,B,NA,NA,NA
14,27252674,Kelly,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4879335/,"van Dick R, Drzensky F, Heinz M",Goodbye or Identify: Detrimental Effects of Downsizing on Identification and Survivor Performance,Frontiers in Psychology,"7, ,",NA,NA,NA,No,German university students,47,No,NA,Downsizing,Identification,Task performance,No,Nonparametric bootstrapping of traditional path effects,"Hayes 2013, SPSS PROCESS",No,NA,Direct and indirect,No,No,None,None,None,NA,Yes,Yes,Yes,No,No,No,No,B,NA,NA,NA
14,27267323,Trang,Ian,N,NA,"Greitemeyer T, Sagioglou C",Subjective socioeconomic status causes aggression: A test of the theory of social deprivation,Journal of Personality and Social Psychology,"111, 2, 178-194",NA,NA,NA,No,Users of Amazon Mechanical Turk platform,1,No,NA,Subjective SES,"Study 1: Perceptions of disadvantage
Studies 2-4: Perceptions of disadvantage, Aggressive affect (sequential)","Study 1: Aggressive affect
Studies 2-4: Aggressive behavior",Yes,Nonparametric bootstrapping of traditional path effects (with sequential mediators in some cases),"Preacher and Hayes 2004, Hayes 2013, SPSS PROCESS",No,NA,Indirect,No,No,None,None,None,No,No,No,Yes,Yes,No,No,No,B,NA,NA,NA
14,27280309,Gunho,Ian,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032716301410/pdfft?md5=9c4feef935410d72cba7ceb516a7bcb9&pid=1-s2.0-S0165032716301410-main.pdf,"Keeler AR, Siegel JT","Depression, help-seeking perceptions, and perceived family functioning among Spanish-Dominant Hispanics and Non-Hispanic Whites",Journal of Affective Disorders,"202, , 236-246",NA,NA,NA,No,Hispanic (Study 1) and Non-Hispanic White (Study 2) users of Amazon Mechanical Turk platform,1,No,NA,Depression symptomatology,Perceived family functioning,"Help-seeking cognitions (i.e., help-seeking self efficacy; utility family support; family could help; family would help; family consequences; self-stigma)",No,Nonparametric bootstrapping of traditional path effects,"Model 4 of SPSS PROCESS, Hayes 2012; Preacher et al. 2007; Preacher and Kelley 2011",No,NA,Indirect,No,No,Gender,Gender,Gender,Significant predictor,No,No,No,No,They note that bootstrapping doesn't assume normal sampling distribution and that cross-sectional data preclude causal inference,No,No,B,NA,NA,NA
14,27337705,Adam,Ian,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032716303287/pdfft?md5=1722cea8a8a230060bdaa4839473706b&pid=1-s2.0-S0165032716303287-main.pdf,"Santini ZI, Fiori KL, Feeney J, Tyrovolas S, Haro JM, Koyanagi A","Social relationships, loneliness, and mental health among older men and women in Ireland: A prospective community-based study",Journal of Affective Disorders,"204, , 59-69",NA,NA,NA,No,Older adults residing in Ireland,6105,Yes,Yes,Support from spouse; Strain from spouse; Support from children; Strain from children; Support from other family; Strain from other family; Support from friends; Strain from friends; Social network index,Loneliness,Depressive and anxiety symptoms,No,Stata khb method,"Stata khb; Breen et al. 2013; Karlson and Holm, 2011; Karlson et al., 2012",No,NA,Direct and indirect,No,No,"Baseline depressive symptoms, baseline anxiety symptoms, baseline loneliness, age, gender, education, place of residence, financial strain, stressful life events, problem drinking, number of chronic medical conditions","Baseline depressive symptoms, baseline anxiety symptoms, baseline loneliness, age, gender, education, place of residence, financial strain, stressful life events, problem drinking, number of chronic medical conditions","Baseline depressive symptoms, baseline anxiety symptoms, baseline loneliness, age, gender, education, place of residence, financial strain, stressful life events, problem drinking, number of chronic medical conditions",Based on past literature,Yes,Yes,Yes,No,They discuss their assumptions of directionality among the variables and potential unmeasured confounding,No,No,B,NA,NA,NA
14,27522321,Kara,Ian,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0022395616301649/pdfft?md5=8b1acca9a5871a07f541966a9f86ac19&pid=1-s2.0-S0022395616301649-main.pdf,"Timpano KR, Raines AM, Shaw AM, Keough ME, Schmidt NB",Effects of a brief anxiety sensitivity reduction intervention on obsessive compulsive spectrum symptoms in a young adult sample,Journal of Psychiatric Research,"83, , 8-15",NA,NA,NA,No,Undergraduate students with elevated levels of anxiety sensitivity,104,No,NA,Anxiety sensitivity education and reduction training,Anxiety sensitivity,Obsessive compulsive symptoms,Yes,"Traditional path effects, with significance test based on distribution of coefficient product","SPSS PRODCLIN; MacKinnon et al., 2002; 2007.",No,NA,Direct and indirect,No,No,Baseline mediator,Baseline mediator and outcome,Baseline mediator and outcome,No,Yes,Yes,Yes,Yes,No,No,No,B,NA,NA,NA
14,27554198,Kelly,Ian,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0920996416303644/pdfft?md5=49942c58f43ad845ce1e9bf5a58f760b&pid=1-s2.0-S0920996416303644-main.pdf,"Liemburg EJ, Bruins J, van Beveren N, Islam MA, Alizadeh BZ; GROUP investigators",Cannabis and a lower BMI in psychosis: What is the role of AKT1?,Schizophrenia Research,"176, 2-3, 95-99",NA,NA,NA,No,15-50-year-old patients with psychosis from the Netherlands and Belgium,623,No,NA,Cannabis use,AKT1 gene,BMI,No,Baron and Kenny,SPSS 20.0,No,NA,?,No,No,"Age, gender","Age, gender","Age, gender",Confounders,No,No,No,No,No,No,No,B,NA,NA,NA
14,27559624,Gunho,Ian,N,http://eds.b.ebscohost.com.ezp.welch.jhmi.edu/ehost/detail/detail?vid=1&sid=cd046858-7d62-4e32-b26a-8cfc9cb65e4b%40pdc-v-sessmgr04&bdata=JnNpdGU9ZWhvc3QtbGl2ZSZzY29wZT1zaXRl#AN=2016-41321-001&db=pdh,"Rule NO, Bjornsdottir RT, Tskhay KO, Ambady N",Subtle perceptions of male sexual orientation influence occupational opportunities,Journal of Applied Psychology,"101, 12, 1687-1704",NA,NA,NA,No,18-30 year old white men from dating websites,90,No,NA,Actual sexual orientation,"Perceived sexual orientation by others, perceived masculinity by others, perceived affect by others, perceived masculinity by others through perceived sexual orientation by others (sequential), perceived affect by others through perceived sexual orientation by others (sequential)",Other's rating of suitability for job as engineer vs. nurse; other's rating of suitability for job as surgeon vs. pediatrician; Other's rating of suitability for job as math teacher vs. English teacher,No,Nonparametric bootstrapping of traditional path effects (with sequential mediators),Preacher and Hayes 2008,No,NA,Direct and indirect,No,No,None,None,None,NA,No,No,Yes,No,No,No,No,B,NA,NA,NA
14,27570514,Gunho,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4981589/,"Gonzalvez MT, Espada JP, Orgiles M, Morales A, Sussman S",Nicotine Dependence as a Mediator of Project EX's Effects to Reduce Tobacco Use in Scholars,Frontiers in Psychology,"7, ,",NA,NA,NA,No,Adolescents in Spain who smoke,501,Yes,Yes,Tobacco-use cessation program,Nicotine dependence,Number of cigarettes smoked in last month; Number of cigarettes smoked within last seven days; Number of daily cigarettes; Exhaled CO level,Yes,Nonparametric bootstrapping of traditional path effects,"Hayes 2013, SPSS PROCESS",No,NA,Indirect,No,No,"Sex, age, school, baseline mediator, baseline outcome","Sex, age, school, baseline mediator, baseline outcome","Sex, age, school, baseline mediator, baseline outcome",No,Yes,Yes,Yes,Yes,No,No,No,B,NA,NA,NA
14,27609242,Jeannie,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC5288269/,"Rutherford BR, Wall MM, Brown PJ, Choo TH, Wager TD, Peterson BS, Chung S, Kirsch I, Roose SP",Patient Expectancy as a Mediator of Placebo Effects in Antidepressant Clinical Trials,The American Journal of Psychiatry,"174, 2, 135-142",NA,NA,NA,No,Adult outpatients with Major Depressive Disorder,54,No,NA,Open vs. placebo-controlled group (for receving citalopram treatment),Patient expectancy (of receiving citalopram treatment),Depressive symptoms,Yes,Structural equation modeling,Mplus 7.3,No,NA,Direct and indirect,No,No,Baseline outcome,"Baseline outcome, citalopram received","Baseline outcome, citalopram received",Citalopram receipt controlled for to account for its therapuetic effects,No,Yes,Yes,Yes,No,No,No,B,NA,NA,NA
14,27917142,Adam,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC5114297/,"Suh S, Schneider M, Lee R, Joiner T",Perceived Interpersonal Burdensomeness as a Mediator between Nightmare Distress and Suicidal Ideation in Nightmare Sufferers,Frontiers in Psychology,"7, ,",NA,NA,NA,No,College students taking psychology courses in South Korea who'd had nightmares in the prior year,301,No,NA,Nightmare distress,"Perceived burdensomeness, thwarted belongingness (simultaenous)",Suicidal ideation,No,Nonparametric bootstrapping of traditional path effects,"Shrout and Bolger 2002; Hayes 2013, SPSS PROCESS",No,NA,Direct and Indirect,No,No,Gender,Gender,Gender,Investigated as moderator,No,No,No,No,They note that cross-sectional data preclude causal inference,No,No,B,NA,NA,NA
14,28024223,Gunho,Ian,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032716311879/pdfft?md5=e73cb6ac719bb4284c484984ebad32cd&pid=1-s2.0-S0165032716311879-main.pdf,"Baryshnikov I, Joffe G, Koivisto M, Melartin T, Aaltonen K, Suominen K, Rosenstrom T, Naatanen P, Karpov B, Heikkinen M, Isometsa E","Relationships between self-reported childhood traumatic experiences, attachment style, neuroticism and features of borderline personality disorders in patients with mood disorders",Journal of Affective Disorders,"210, , 82-89",NA,NA,NA,No,Patients with Depression or Bipolar Disorder in Helsinki,219,No,NA,Childhood trauma or distress,Attachment anxiety,Borderline Personality Disorder features,No,Nonparametric bootstrapping of traditional path effects,"Preacher and Hayes 2008, SPSS; Mackinnon et al. 2004",No,NA,Direct and Indirect,No,No,None,None,None,NA,No,No,No,No,They note that cross-sectional data preclude causal inference,No,No,B,NA,NA,NA
14,28243217,Kara,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC5303741/pdf/fpsyg-08-00190.pdf,"Gillebaart M, Adriaanse MA","Self-control Predicts Exercise Behavior by Force of Habit, a Conceptual Replication of Adriaanse et al. (2014)",Frontiers in Psychology,"8, ,",NA,NA,NA,No,Members of a gym in the Netherlands,134,No,NA,Self-control,Exercise habit strength,Minutes of exercise in the preceding week; Number of times exercised per week in the preceding 3 months,No,Nonparametric bootstrapping of traditional path effects,"Hayes 2012, SPSS PROCESS",No,NA,Direct and Indrect,No,No,None,None,None,NA,No,No,No,No,They note that they can't establish causality,No,No,B,NA,NA,NA
14,28287800,Kara,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC5398911/,"Magill M, Colby SM, Orchowski L, Murphy JG, Hoadley A, Brazil LA, Barnett NP",How does brief motivational intervention change heavy drinking and harm among underage young adult drinkers?,Journal of Consulting & Clinical Psychology,"85, 5, 447-458",NA,NA,NA,No,17-20 year olds with past month heavy drinking who do not attend or plan to attend college,167,No,NA,Motivational intervention,"Motivation for change, self efficacy for change, future drinking intentions, dissonance, perceived drinking norms (tested separately in Studies 1-4; first three were also tested simultaneously in Study 1)

Seeking alternatives to drinking, avoidance of drinking contexts, rate control, self reinforcement and punishment, limiting driving and cash, controlling time and food, awareness of consequences (tested separately in Studies 5-6; first two were also tested simultaneously in Study 5)","6-week log percent heavy drinking days (Study 1);
6-week number of negative alcohol consequences (Study 2);
3-month log percent heavy drinking days (Studies 3 and 5);
3-month number of negative alcohol consequences (Studies 4 and 6)",Yes,Nonparametric bootstrapping of traditional path effects,Fritz & MacKinnon 2007; Hayes 2013,No,NA,Indirect,No,No,None,None,None,NA,"Yes (Studies 1-4);
No (Studies 5-6)",Yes,Yes,Yes,No,No,No,B,NA,NA,NA
14,28477504,Kelly,Ian,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032716314239/pdfft?md5=c95d3191913408763fc08d615769e13e&pid=1-s2.0-S0165032716314239-main.pdf,"Nielsen SKK, Lonfeldt N, Wolitzky-Taylor KB, Hageman I, Vangkilde S, Daniel SIF",Adult attachment style and anxiety - The mediating role of emotion regulation,Journal of Affective Disorders,"218, , 253-259",NA,NA,NA,No,Patients with anxiety disorders and controls in Denmark,147,No,NA,"Attachment anxiety (analyses 1 and 2);
Attachment avoidance (analysis 3)","Emotion dysregulation (analyses 1 and 3);
Anxiety symptom severity (analysis 2)","Anxiety symptom severity (analyss 1 and 3);
Emotion dysregulation (analysis 2)",No,Nonparametric bootstrapping of traditional path effects,"Hayes 2013, SPSS PROCESS, Model 4",No,NA,Direct and indirect,No,No,"Attachment avoidance (analyses 1 and 2);
Attachment anxiety (analysis 3)","Attachment avoidance (analyses 1 and 2);
Attachment anxiety (analysis 3)","Attachment avoidance (analyses 1 and 2);
Attachment anxiety (analysis 3)",No,No,No,No,No,They note that cross-sectional data preclude causal inference,No,No,B,NA,NA,NA
14,28611704,Gunho,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC5447058/,Briki W,"Passion, Trait Self-Control, and Wellbeing: Comparing Two Mediation Models Predicting Wellbeing",Frontiers in Psychology,"8, ,",NA,NA,NA,No,United States users of ClickWorker who reported being passionate about some activity,509,No,NA,"Harmonious passion (analysis 1);
Obsessive passion (analysis 2);
Trait self-control (analysis 3)","Trait self-control (analyses 1 and 2);
Harmonious passion, obsessive passion (simultaneous; analysis 3)",Wellbeing,No,Structural equation modeling,Hair et al. 2014,No,NA,Direct and indirect,No,No,"Obsessive passion (analysis 1);
Harmonious passion (analysis 2)","Obsessive passion (analysis 1);
Harmonious passion (analysis 2)","Obsessive passion (analysis 1);
Harmonious passion (analysis 2)",No,No,No,No,No,No,No,No,B,NA,NA,NA
